,stop_number,stop_address
2428,615,"Annesley Brg Rd., Fairview Park"
2429,616,"North Strand Rd, Annesley Bridge"
2430,617,"North Strand Rd, Strandville Avenue"
2431,618,"North Strand Rd, Newcomen Bridge"
2432,619,"Amiens Street, Sheriff Street"
2433,675,"Amiens Street, Connolly Station"
2434,4415,"Amiens Street, Connolly Station"
2435,301,"Eden Quay, Marlborough Street"
2437,7581,"Dame Street, South George's Street"
2438,1283,"George's St, Fade Street"
2439,7579,"Redmond's Hill, Cuffe Street"
2441,1016,"Richmond Street, Lennox Street"
2442,1017,"Rathmines Road, Grove Park"
2443,1018,"Rathmines Road, Richmond Hill"
2444,1019,"Rathmines Road, Military Road"
2445,1020,"Rathmines Road, Town Centre"
2446,1076,"Rathmines Road, Castlewood Ave"
2447,1077,"Rathgar Road, Garda Station"
2448,1078,"Rathgar Road, Rathgar Place"
2449,1079,"Rathgar Road, Frankfort Avenue"
2450,1080,"Rathgar Road, Auburn Villas"
2451,1081,"Rathgar Road, Highfield Road"
2452,2914,"Orwell Road, Stratford"
2453,2989,"Orwell Road, Rostrevor Terrace"
2454,2990,"Orwell Road, Orwell Gardens"
2455,1042,"Braemor Park, Mount Carmel Hospital"
2456,1043,"Braemor Road, Redwood Court"
2457,1044,"Braemor Road, Milltown Drive"
2458,1045,"Braemor Road, Landscape Gardens"
2459,4710,"Braemor Road, Churchtown Road"
2460,1046,"Beaumont Avenue, Weston Park"
2461,1047,"Beaumont Avenue, Mount Albion Road"
2462,1048,"Barton Road, Meadow Grove"
2463,1049,"Barton Road, Meadow Villas"
2464,4333,"Broadford Road, Marley Court"
2465,4334,"Barton Road, Dargle View"
2466,4712,"Broadford Rd, Llewellyn Way"
2467,2853,"Broadford Rd, Stone Masons Way"
2468,2854,"Broadford Rd, Broadford Walk"
2469,2855,"Broadford Rd, Chestnut Grove"
2470,2856,"Broadford Rd, Broadford Lawn"
2471,2857,"Broadford Rd, Ballinteer Drive"
2472,2858,"Ballinteer Ave, Ballintyre Woods"
2473,2859,"Ballinteer Ave, Ballinteer Park"
2474,2860,"Ballinteer Ave, Mayfield Terrace"
2475,2861,"Wyckham Way, Wesley College"
2476,2862,"Ballinteer Rd, Wickham Way"
2477,2863,"Ballinteer Rd, Wyckham Park Road"
2478,2864,"Ballinteer Rd, Castlebrook"
2479,4486,"Ballinteer Rd, Dundrum Town Centre"
2480,2865,"Dundrum, Holy Cross Church"
2481,2866,"Dundrum, Shopping Centre"
2482,6044,"Dundrum, Luas Dundrum"
2483,6041,"Dundrum, Luas Dundrum"
2484,2826,"Dundrum, Ballinteer Road"
2485,2842,"Ballinteer Rd, Castle View"
2486,2843,"Ballinteer Rd, Lynwood"
2487,2844,"Ballinteer Rd, Ashlawn"
2488,2845,"Wyckham Way, Mayfield Terrace"
2489,2846,"Ballinteer Ave, Ballinteer Park"
2490,2847,"Ballinteer Ave, Ballinteer Court"
2491,4397,"Ballinteer Ave, Ballintyre Woods"
2492,2848,"Broadford Rd, Broadford Rise"
2493,2849,"Broadford Rd, Broadford Park"
2494,2850,"Broadford Rd, Broadford Drive"
2495,2851,"Broadford Rd, Broadford Walk"
2496,2852,"Broadford Rd, Stone Masons Way"
2497,4707,"Broadford Rd, Llewellyn Park"
2498,4708,"Broadford Rd, Llewellyn Close"
2499,4336,"Broadford Rd, Marley Court"
2500,1051,"Barton Road, Meadow Grove"
2501,1052,"Barton Road, Beaumont Avenue"
2502,1053,"Beaumont Avenue, Mount Albion Road"
2503,1054,"Beaumont Avenue, Weston Park"
2504,1036,"Braemor Road, Churchtown Rd"
2505,4709,"Braemor Road, Landscape Park"
2506,1037,"Braemor Road, Landscape Avenue"
2507,1038,"Braemor Road, Landscape Road"
2508,2998,"Braemor Park, Mount Carmel Hospital"
2509,2999,"Orwell Road, Orwell Gardens"
2510,3000,"Orwell Road, Rostrevor Terrace"
2511,3001,"Orwell Road, Zion Road"
2512,3002,"Orwell Road, Terenure Road East"
2513,1166,"Rathgar Road, Winton Avenue"
2514,1167,"Rathgar Road, Garville Avenue"
2515,1168,"Rathgar Road, Grosvenor Road"
2516,1169,"Rathgar Road, Rathmines Park"
2517,1170,"Rathgar Road, Rathmines Road"
2518,1069,"Rathmines Road, Leinster Road"
2519,1070,"Rathmines Road, Williams Park"
2520,1071,"Rathmines Road, Military Road"
2521,4528,"Rathmines Road, Grove Park"
2522,1072,"Richmond Street, Lennox Street"
2523,7577,"Camden Street, Grantham Street"
2525,1354,"Aungier Street, Peter Row"
2526,7578,"George's Street, Exchequer Street"
2527,7582,"Dame Street, Central Bank"
2528,297,"Eden Quay, Marlborough Street"
2529,496,"Beresford Place, Bus Aras"
2530,497,"Amiens Street, Connolly Station"
2531,515,"Amiens Street, Portland Row"
2532,516,"North Strand Rd, Newcomen Bridge"
2533,4384,"North Strand Rd, Bayview Avenue"
2534,519,"North Strand Rd, Waterloo Avenue"
2535,521,"Annesley Bridge, Fairview Hall"
2536,522,"Marino Mart, Fairview Footbridge"
2537,523,"Marino Mart, Marino College"
2538,669,"Malahide Road, Crescent Place"
2539,670,"Malahide Road, Griffith Avenue"
2540,671,"Malahide Road, Nazareth House"
2541,672,"Malahide Road, Donnycarney Road"
2542,4382,"Malahide Road, Donnycarney Church"
2543,1185,"Collins Ave, Oak Road"
2544,1186,"Collins Ave, Belton Park Road"
2545,1187,"Collins Ave, St. Vincent's Court"
2546,1188,"Collins Ave, Grace Park Heights"
2547,216,"Beaumont Road, Yellow Road"
2548,217,"Beaumont Road, Grace Park Court"
2549,242,"Beaumont Road, Shantalla Road"
2550,243,"Beaumont Road, Beaumont Hospital"
2551,244,"Skelly's Lane, Elmount Rise"
2552,245,"Skelly's Lane, Whitethorn Crescent"
2553,246,"Kilmore Rd, Artane Castle"
2582,6318,"Clongriffin, Main Street"
2583,6319,"Clongriffin, Near Rail Station"
2584,7246,"Clongriffin, Station Way"
2585,6320,"Hole in the Wall Rd, Grattan Hall"
2586,4594,"Donaghmede Roundabout, Elmfield Vale"
2587,4595,"Clare Hall Ave, Clare Hall"
2588,4596,"Clare Hall Ave, Malahide Rd"
2589,4563,"Malahide Road, Clare Hall"
2590,1218,"Malahide Road, Belcamp Lane"
2591,1270,"Malahide Road, Darndale Roundabout"
2592,1272,"Malahide Road, Newton Cottages"
2593,1273,"Malahide Road, Greencastle Rd"
2594,1274,"Malahide Road, Tonlegee Road"
2595,1275,"Malahide Road, Mask Avenue"
2596,1276,"Malahide Road, St. Brendan's Avenue"
2597,1277,"Malahide Road, Artane Roundabout"
2598,1219,"Malahide Road, Danieli Road"
2599,1220,"Malahide Road, Killester Avenue"
2600,1221,"Malahide Road, Maypark"
2615,4495,"Hawkins Street, Townsend Street"
2665,1082,"Terenure Rd East, Rathgar Park"
2666,1083,"Terenure Rd East, Brighton Road"
2667,1085,"Terenure Rd East, Rathfarnham Road"
2668,1121,"Templeogue Rd, Terenure Library"
2669,1122,"Templeogue Rd, Rathdown Park"
2670,1123,"Templeogue Rd, Lakelands Park"
2671,1124,"Templeogue Rd, Rathdown Avenue"
2672,1125,"Templeogue Rd, Bushy Park House"
2673,1127,"Templeogue Rd, Riverside Cottages"
2674,1130,"Templeogue Brg, Old Bridge Road"
2675,1140,"Firhouse Rd, Ballyroan Road"
2676,1141,"Knocklyon Road, Coolamber Court"
2677,1142,"Knocklyon Road, Knockcullen Rise"
2678,1143,"Knocklyon Road, Knockaire"
2679,1144,"Knocklyon Road, Dargle Wood"
2680,1145,"Scholarstown Rd, The Rookery"
2681,4869,"St. Colmcille's Way, Orlagh Park"
2682,4870,"St. Colmcille's Way, Ballycullen Road"
2683,3007,"Ballycullen Rd, Greenfield Park"
2684,6283,"Ballycullen Rd, Hunter's Avenue"
2685,6282,"Ballycullen Rd, Hunter's Avenue"
2687,6335,"Ballycullen Rd, Woodstown"
2688,6326,"Ballycullen Rd, Killininny Road"
2689,4886,"St. Colmcille's Way, Ballycullen Road"
2690,4887,"St. Colmcille's Way, Scholarstown Road"
2691,1150,"Scholarstown Rd, Beverley Drive"
2692,1151,"Knocklyon Road, Dargle Wood"
2693,1152,"Knocklyon Road, Knockaire"
2694,1153,"Knocklyon Road, Knockcullen Rise"
2695,1154,"Knocklyon Road, Coolamber Park"
2696,946,"Firhouse Rd, Woodbrook Park"
2697,1155,"Templeogue Rd, Cypress Grove Road"
2698,1157,"Templeogue Rd, Riverside Cottages"
2699,1158,"Templeogue Rd, Springfield Road"
2700,1159,"Templeogue Rd, Bushy Park"
2701,1160,"Templeogue Rd, Terenure College"
2702,1161,"Templeogue Rd, Lakelands Park"
2703,1162,"Templeogue Rd, Rathdown Park"
2704,1163,"Templeogue Rd, Olney Crescent"
2705,1164,"Terenure Rd East, Healthfield Road"
2706,1165,"Terenure Rd East, Brighton Road"
2722,299,"Eden Quay, Liberty Hall"
2736,1196,"Malahide Road, Elm Mount Road"
2737,1197,"Malahide Road, Kilmore Road"
2738,1198,"Malahide Road, Mornington Grove"
2739,1199,"Malahide Road, Mask Avenue"
2740,1200,"Malahide Road, Chanel College"
2741,4385,"Malahide Road, St. Brendan's Church"
2742,1201,"Malahide Road, Greencastle Rd"
2743,1202,"Malahide Road, Greencastle Rd"
2744,1203,"Malahide Road, Priorswood"
2745,6115,"Malahide Road, Belcamp Lane"
2746,4593,"Clare Hall Ave, Malahide Rd"
2747,7516,"Belmayne, Baldoyle Roundabout"
2748,6079,"Clare Hall Ave, Grange Road"
2749,6315,"Hole in the Wall Rd, Grattan Hall"
2750,6316,"Clongriffin, Grange Lodge Avenue"
2751,7236,"Clongriffin Rd, Main Street"
2752,7245,"Clongriffin, Park Avenue"
2753,6317,"Clongriffin, Park and Ride"
2791,7347,"Dublin Airport, Terminals 1 and 2"
2792,3669,"Dublin Airport, Maldron Hotel"
2793,7349,"Dublin Airport, Radisson Hotel"
2794,1631,"Swords Road, ALSAA Sports Club"
2795,1632,"Swords Road, Toberbunny Lodge"
2796,5053,"Swords Road, Airport Runway"
2797,1633,"Swords Road, Dardistown"
2798,1634,"Swords Road, Old Airport Rd."
2799,1635,"Swords Road, Sports Ground"
2800,1636,"Swords Road, Turnapin Lane"
2801,1637,"Swords Road, Santry Close"
2802,1638,"Swords Road, Morton Stadium"
2803,1639,"Swords Road, Schoolhouse Lane"
2804,1640,"Swords Road, Lorcan Road"
2806,232,"Shantalla Road, Shantalla Avenue"
2807,233,"Shantalla Road, Beaumont Road"
2811,237,"Collins Ave, Swords Road"
2825,262,"Parnell Square, Garden of Remembrance"
2828,1279,"College Green, Trinity Street"
2833,1287,"Harrington Street, Synge Street"
2838,1292,"Harold's Cross Rd, St. Clare's Convent"
2839,1293,"Harold's Cross Rd, Greyhound Stadium"
2840,1294,"Harold's Cross Rd, Leinster Road"
2841,1295,"Harold's Cross Rd, Rathgar Avenue"
2842,1296,"Harold's Cross Rd, Mount Tallant Avenue"
2843,1297,"Terenure Rd, Whitton Road"
2844,1298,"Terenure Village, Elm Park Terrace"
2845,1299,"Terenure Rd N, Fergus Road"
2846,1300,"Rathfarnham Rd, Westbourne Road"
2847,1301,"Rathfarnham Rd, Dodder Park Road"
2848,1302,"Rathfarnham Rd, Crannagh Road"
2849,1303,"Rathfarnham Rd, Rathfarnham Castle"
2850,1304,"Rathfarnham Rd, Butterfield Avenue"
2851,1305,"Grange Road, Willbrook Road"
2852,1320,"Grange Road, Nutgrove Avenue"
2853,1321,"Grange Road, Aranleigh"
2854,1322,"Grange Road, Grange Park"
2855,1323,"Grange Road, Barton Drive"
2856,1324,"Grange Road, Barton Road West"
2857,7068,"Grange Road, The Priory"
2858,2966,"Grange Road, Hermitage Avenue"
2859,2967,"Grange Road, Eden Avenue"
2860,2968,"Grange Road, Hockey Club"
2861,2969,"Grange Road, Highfield Avenue"
2862,2970,"Grange Road, Grange Wood"
2863,2971,"Grange Road, Stone Masons Way"
2864,5051,"Brehon Field Rd, Ballinteer Avenue"
2865,5052,"Brehon Field Rd, Ballintyre"
2866,2975,"Brehon Field Rd, Kingston"
3033,5171,"Brehon Field Rd, Kingston"
3034,2976,"Brehon Field Rd, Grange Hall"
3035,2977,"Brehon Field Rd, Ballinteer Avenue"
3036,2978,"Grange Road, Stone Masons Way"
3037,2979,"Grange Road, Highfield Avenue"
3038,2980,"Grange Road, Hockey Club"
3039,2981,"Grange Road, Eden Avenue"
3040,2991,"Grange Road, Hermitage Avenue"
3041,2992,"Grange Road, The Priory"
3042,1325,"Grange Road, Sarah Curran Ave"
3043,1326,"Grange Road, St. Enda's Drive"
3044,1327,"Grange Road, Tara Hill Road"
3045,1328,"Grange Road, Loreto Convent"
3046,1329,"Grange Road, St. Mary's Boys School"
3047,1330,"Grange Road, Willbrook Road"
3048,1331,"Rathfarnham Rd, Butterfield Avenue"
3049,1332,"Rathfarnham Rd, Castleside"
3050,1333,"Rathfarnham Rd, Brookvale Rd"
3051,1334,"Rathfarnham Rd, Dodder Bridge"
3052,7293,"Rathfarnham Rd, Rathdown Park"
3053,1335,"Rathfarnham Rd, War Memorial Hall"
3054,1336,"Terenure Rd, Fergus Road"
3055,1337,"Terenure Village, Elm Park Terrace"
3056,1338,"Terenure Rd N, Whitton Road"
3057,1339,"Harold's Cross Rd, Ashdale Park"
3058,1340,"Harold's Cross Rd, Mount Tallant Avenue"
3059,1341,"Harold's Cross Rd, Kenilworth Park"
3060,1342,"Harold's Cross Rd, Tivoli Avenue"
3061,1343,"Harold's Cross Rd, Shamrock Villas"
3075,8,"Parnell Square, Rotunda Hospital"
3088,215,"Collins Ave, The Thatch Road"
3091,218,"Shantalla Road, Beaumont Road"
3092,219,"Shantalla Road, Ellenfield Road"
3094,1622,"Swords Road, Shanowen Road"
3095,1623,"Swords Road, Omni Shopping Centre"
3096,1624,"Swords Road, Santry Avenue"
3097,1625,"Swords Road, Morton Stadium"
3098,1626,"Swords Road, Northwood Plaza"
3099,1627,"Swords Road, Santry Retail Park"
3100,1628,"Swords Road, Collinstown Business Pk"
3101,1629,"Swords Road, Dardistown Cemetery"
3102,1630,"Swords Road, ALSAA Sports Club"
3104,1380,"South Circular Road, Anthony's Road"
3105,1381,"S Circular Road, Haroldville Avenue"
3106,1406,"Dolphin's Barn, South Circular Road"
3107,1407,"Crumlin Road, Rutland Avenue"
3108,1409,"Crumlin Road, Sundrive Road"
3109,3353,"Sundrive Road, Downpatrick Road"
3110,3354,"Sundrive Road, Clogher Road"
3111,3355,"Clogher Road, Sundrive Road"
3112,3356,"Clogher Road, Bangor Road"
3113,1400,"Clonmacnoise Rd, Bangor Circle"
3114,1391,"Clonmacnoise Rd, Bangor Circle"
3115,3357,"Clonmacnoise Rd, Clonmacnoise Grove"
3116,3358,"Clonmacnoise Rd, Lismore Road"
3117,2449,"Armagh Road, Cashel Road"
3118,2450,"Armagh Road, St. Agnes School"
3119,2451,"St. Agnes Park, St. Agnes Road"
3124,1117,"Terenure Rd West, Lavarna Grove"
3125,1118,"Terenure Rd West, Hazelbrook Road"
3126,1119,"Terenure Rd West, Hazelbrook Court"
3127,1120,"Terenure Rd West, Garda Station"
3135,1306,"Nutgrove Ave, Rathfarnham Wood"
3136,1307,"Nutgrove Ave, Stone Park Orchard"
3137,1308,"Nutgrove Ave, Hockey Club"
3138,1309,"Nutgrove Ave, Loreto Avenue"
3139,1310,"Nutgrove Ave, Whitehall Road"
3140,1311,"Nutgrove Ave, Whitebarn Road"
3141,1312,"Nutgrove Ave, Good Shepherd Church"
3142,1313,"Nutgrove Ave, Camberly Oaks"
3143,1055,"Churchtown Rd, Churchtown Rd"
3144,2868,"Churchtown Rd, The Oaks"
3145,2892,"Dundrum Road, Frankfort Park"
3146,2893,"Dundrum Road, Frankfort"
3147,2894,"Dundrum Road, Highfield Park"
3148,2895,"Dundrum Road, Business Park"
3149,3012,"Bird Avenue, Dundrum Road"
3152,863,"Roebuck Road, Carmelites Monastery"
3153,864,"Roebuck Road, Harlech Grove"
3154,865,"Roebuck Road, Roebuck Castle"
3155,866,"Roebuck Road, Roebuck Hall"
3156,2052,"Fosters Avenue, Roebuck Road"
3157,2082,"Fosters Avenue, North Avenue"
3158,2083,"Fosters Avenue, Stillorgan Road"
3159,765,"UCD, Campus"
3160,2007,"Stillorgan Road, UCD"
3161,2008,"Stillorgan Road, Seafield Road"
3162,2009,"Stillorgan Road, Fosters Avenue"
3163,2010,"Stillorgan Road, Booterstown Ave"
3164,462,"Mount Merrion Ave, Stillorgan Road"
3165,464,"Mount Merrion Ave, Southhill Avenue"
3166,465,"Mount Merrion Ave, Clanfadda Wood"
3167,466,"Mount Merrion Ave, Glenvar Park"
3168,467,"Mount Merrion Ave, Cross Avenue"
3169,468,"Mount Merrion Ave, Sydney Avenue"
3172,3085,"Blackrock, DART Station"
3365,2085,"Nutley Lane, RTE"
3366,2086,"Nutley Lane, Nutley Avenue"
3418,3082,"Carysfort Avenue, Frascati Road"
3419,3083,"Frascati Road, Frascati Shop Centre"
3420,430,"Mount Merrion Ave, Sydney Avenue"
3421,431,"Mount Merrion Ave, Waltham Terrace"
3422,432,"Mount Merrion Ave, Hyde Park Avenue"
3423,433,"Mount Merrion Ave, Grove Avenue"
3424,434,"Mount Merrion Ave, Woodlands Park"
3425,2068,"Stillorgan Road, Sycamore Crescent"
3426,2069,"Stillorgan Road, Booterstown Ave"
3427,2070,"Stillorgan Road, Fosters Avenue"
3428,2084,"Stillorgan Road, Seafield Road"
3430,2071,"Fosters Avenue, Stillorgan Road"
3431,2072,"Fosters Avenue, North Avenue"
3432,867,"Fosters Avenue, Roebuck Road"
3433,869,"Roebuck Road, Louvain"
3434,870,"Roebuck Road, Roebuck Castle"
3435,873,"Roebuck Road, Harlech Grove"
3436,874,"Roebuck Road, Goatstown Road"
3439,3011,"Bird Avenue, Dundrum Road"
3440,2820,"Dundrum Road, Dundrum Retail Park"
3441,2822,"Dundrum Road, Hospital"
3442,2823,"Dundrum Road, Annaville Close"
3443,5032,"Dundrum Road, Ophaly Court"
3444,2867,"Churchtown Road, Notre Dame School"
3445,1035,"Churchtown Rd, Beaumont Avenue"
3446,1314,"Nutgrove Ave, Beaumont Avenue"
3447,1316,"Nutgrove Ave, Oakdown Road"
3448,1315,"Nutgrove Ave, Meadow Park Avenue"
3449,1317,"Nutgrove Ave, Loreto Park"
3450,1318,"Nutgrove Ave, Loreto Avenue"
3451,1319,"Nutgrove Ave, Hockey Club"
3452,1281,"Nutgrove Ave, Grange Road"
3461,1086,"Terenure Rd West, Templeogue Road"
3462,1087,"Terenure Rd West, Greenlea Road"
3463,1088,"Terenure Rd West, Parkmore Drive"
3464,1089,"Terenure Rd West, Lavarna Grove"
3469,2327,"St. Agnes Road, Cromwellsfort Road"
3470,2464,"St. Agnes Park, Stannaway Ave"
3471,2465,"Armagh Road, Captain's Road"
3472,2466,"Armagh Road, Scoil Colm"
3473,3360,"Clonmacnoise Rd, Leighlin Road"
3474,1392,"Clonmacnoise Rd, Bangor Circle"
3475,1394,"Clonmacnoise Rd, Kildare Road"
3476,1395,"Sundrive Road, Kildare Road"
3477,3361,"Sundrive Road, Clogher Road"
3478,3362,"Sundrive Road, Downpatrick Road"
3479,1436,"Crumlin Road, Herberton Road"
3480,3952,"Crumlin Road, Dolphin Road"
3481,2190,"Dolphin's Barn, South Circular Road"
3482,1366,"South Circular Road, Church Avenue"
3483,1367,"South Circular Road, Rialto Parish Centre"
3604,2088,"Nutley Lane, St. Vincent's Hospital"
3605,2089,"Nutley Lane, RTE"
3606,763,"Stillorgan Road, Belfield Court"
3662,4359,"Old Lucan Rd, Hollyville Lawn"
3663,4360,"Old Lucan Rd, Robin Villas"
3664,4361,"Kennelsfort Rd, Palmerstown Village"
3665,2202,"Kennelsfort Rd, Lucan Road"
3666,2203,"Kennelsfort Rd, Palmerstown Avenue"
3667,2204,"Kennelsfort Rd, Oakcourt Avenue"
3668,4888,"Kennelsfort Rd, Palmerstown Crescent"
3669,4799,"Ballyfermot Rd, Kennelsfort Road"
3670,2205,"Ballyfermot Rd, Cherry Orchard Hospital"
3671,2687,"Ballyfermot Rd, Cherry Orchard I.E."
3672,2688,"Ballyfermot Rd, Cleggan Park"
3673,2689,"Ballyfermot Rd, Blackditch Drive"
3674,2696,"Ballyfermot Rd, Drumfinn Road"
3675,2697,"Ballyfermot Rd, Ballyfermot Parade"
3676,2700,"Kylemore Rd, Ballyfermot Road"
3677,2701,"Kylemore Rd, Roundabout"
3678,2702,"Kylemore Rd, Landen Road"
3679,2784,"Kylemore Rd, Jamestown Road"
3680,2785,"Kylemore Rd, Bluebell Ave"
3681,2786,"Kylemore Rd, Naas Road"
3682,2787,"Walkinstown Ave, Long Mile Road"
3683,2181,"Long Mile Rd, Walkinstown Avenue"
3684,2182,"Long Mile Rd, Walkinstown Parade"
3685,2778,"Long Mile Rd, Drimnagh Castle"
3686,2185,"Drimnagh Rd, Slievebloom Road"
3687,1421,"Drimnagh Rd, Crumlin Hospital"
3688,2317,"St. Mary's Road, Crumlin Bowling Club"
3689,2318,"St. Agnes Road, Somerville Avenue"
3690,2319,"St. Agnes Road, Garda Station"
3694,2467,"Cashel Road, Health Centre"
3695,2494,"Stannaway Rd, Clonfert Road"
3696,2495,"Stannaway Rd, Ferns Road"
3697,2496,"Sundrive Road, Stannaway Road"
3698,2497,"Sundrive Road, Sundrive Park"
3699,2471,"Larkfield Pk, Larkfield Avenue"
3700,2472,"Clareville Road, Larkfield Grove"
3701,2473,"Clareville Road, Adrian Avenue"
3702,2474,"Clareville Road, Westfield Road"
3703,2475,"Kenilworth Park, Harold's Cross Road"
3704,2476,"Kenilworth Square, Kenilworth Square West"
3705,2477,"Kenilworth Road, Kenilworth Square East"
3706,2478,"Grosvenor Road, Rathgar Road"
3707,4527,"Rathgar Road, Rathmines Road"
3708,2788,"Castlewood Ave, Castlewood Park"
3709,2789,"Charleston Road, Mountpleasant Ave"
3710,2790,"Charleston Road, Oakley Road"
3713,779,"Waterloo Road, Morehampton Road"
3714,780,"Waterloo Road, Burlington Road"
3715,781,"Waterloo Road, St. Martins House"
3716,2796,"Pembroke Road, Baggot Street"
3717,2797,"Pembroke Road, Northumberland Road"
3722,2800,"Sandymount Ave, Merrion Road"
3723,2801,"Sandymount Ave, Wilfield Park"
3724,7599,"Sandymount Ave, Gilford Road"
3727,2806,"Sandymount Ave, Gilford Road"
3728,2807,"Sandymount Ave, Wilfield Park"
3729,2808,"Sandymount Ave, DART Station"
3730,486,"Ballsbridge, RDS"
3732,2798,"Pembroke Road, Northumberland Road"
3733,2799,"Pembroke Road, Wellington Road"
3734,753,"Waterloo Road, Pembroke Lane"
3735,754,"Waterloo Road, Burlington Road"
3736,755,"Waterloo Road, Wellington Lane"
3740,2791,"Charleston Road, Ranelagh Road"
3741,7668,"Charleston Road, Oakley Road"
3742,2793,"Belgrave Sq, Charleston Road"
3743,2794,"Castlewood Ave, Castlewood Park"
3745,2479,"Grosvenor Road, Rathgar Road"
3746,2480,"Kenilworth Road, Kenilworth Square"
3747,2481,"Kenilworth Square, Kenilworth Square"
3748,2482,"Clareville Road, Kenilworth Park"
3749,2483,"Clareville Road, Larkfield Grove"
3750,2484,"Larkfield Pk, Larkfield Gardens"
3751,2485,"Sundrive Road, Citizen Advice Centre"
3752,2486,"Sundrive Road, Blarney Park"
3753,2487,"Stannaway Rd, Devenish Road"
3754,2488,"Stannaway Rd, Kilfenora Road"
3755,2489,"Stannaway Rd, Clonfert Road"
3756,2448,"Cashel Road, Health Centre"
3757,5026,"Cashel Road, Armagh Road"
3759,2328,"St. Agnes Road, St. Agnes Church"
3760,2329,"St. Agnes Road, Lisle Road"
3761,2330,"St. Agnes Road, Somerville Avenue"
3762,2331,"St. Mary's Road, Kildare Road"
3763,2101,"Drimnagh Rd, St. Mary's Road"
