ID,LOCATION_TEXT,ADDRESS,STATUS,NAME,ROUTE_DIRECTION,SEQUENCE,IS_STAGE_POINT,STAGE_NUMBER,JOURNEY_PATTERN_ID,RTPI_DESTINATION,RTPI_ORGIN,RTPI_VIA,SEQUENCE_NUMBER,FARE
3373,Lucan Heights,Lucan Road,ACTIVE,66A,I,120,Y,57,066A1003,Merrion Sq,River Forest,Palmerstown,11,0
3374,St. Mary's Church,Lucan Road,ACTIVE,66A,I,130,N,,066A1003,Merrion Sq,River Forest,Palmerstown,12,0
2233,Chalet Gardens,Lucan Road,ACTIVE,66A,I,140,Y,58,066A1003,Merrion Sq,River Forest,Palmerstown,13,0
2232,Ballydowd Grove,Lucan Road,ACTIVE,66A,I,150,Y,59,066A1003,Merrion Sq,River Forest,Palmerstown,14,0
2234,Ballyowen Road,Lucan Road,ACTIVE,66A,I,160,N,,066A1003,Merrion Sq,River Forest,Palmerstown,15,
2235,Hermitage Golf Club,Lucan Road,ACTIVE,66A,I,170,Y,60,066A1003,Merrion Sq,River Forest,Palmerstown,16,0
2236,Ballyowen Lane,Lucan Road,ACTIVE,66A,I,180,Y,61,066A1003,Merrion Sq,River Forest,Palmerstown,17,0
2238,Liffey Valley Slip Road,Lucan Road,ACTIVE,66A,I,200,N,,066A1003,Merrion Sq,River Forest,Palmerstown,19,0
5056,Hermitage Clinic,Lucan Road,ACTIVE,66A,I,220,Y,62,066A1003,Merrion Sq,River Forest,Palmerstown,20,0
2239,Liffey Valley,Lucan Road,ACTIVE,66A,I,210,Y,63,066A1003,Merrion Sq,River Forest,Palmerstown,21,0
2241,Kennelsfort Road,Lucan Road,ACTIVE,66A,I,230,Y,64,066A1003,Merrion Sq,River Forest,Palmerstown,22,0
2242,The Oval,Lucan Road,ACTIVE,66A,I,240,N,,066A1003,Merrion Sq,River Forest,Palmerstown,23,0
2243,Glenaulin,Lucan Road,ACTIVE,66A,I,250,Y,65,066A1003,Merrion Sq,River Forest,Palmerstown,24,0
2244,Belgrove Park,Lucan Road,ACTIVE,66A,I,260,N,,066A1003,Merrion Sq,River Forest,Palmerstown,25,0
2245,Laurence Brook,Lucan Road,ACTIVE,66A,I,270,N,,066A1003,Merrion Sq,River Forest,Palmerstown,26,0
2246,Main Street,Chapelizod,ACTIVE,66A,I,280,Y,66,066A1003,Merrion Sq,River Forest,Palmerstown,27,0
2247,Chapelizod Gate,Chapelizod Rd,ACTIVE,66A,I,290,Y,67,066A1003,Merrion Sq,River Forest,Palmerstown,28,0
2248,Sports Ground,Chapelizod Rd,ACTIVE,66A,I,300,N,,066A1003,Merrion Sq,River Forest,Palmerstown,29,0
2249,Rowing Club,Chapelizod Rd,ACTIVE,66A,I,310,Y,68,066A1003,Merrion Sq,River Forest,Palmerstown,30,0
2250,Salmon Pool,Chapelizod Rd,ACTIVE,66A,I,320,Y,69,066A1003,Merrion Sq,River Forest,Palmerstown,31,
2251,Islandbridge Gate,Chapelizod Rd,ACTIVE,66A,I,330,N,,066A1003,Merrion Sq,River Forest,Palmerstown,32,
1472,Bridgewater House,Conyngham Road,ACTIVE,66A,I,340,Y,70,066A1003,Merrion Sq,River Forest,Palmerstown,33,0
4408,Phoenix House,Conyngham Road,ACTIVE,66A,I,350,N,,066A1003,Merrion Sq,River Forest,Palmerstown,34,0
1473,Phoenix Park Main Gate,Conyngham Road,ACTIVE,66A,I,360,Y,71,066A1003,Merrion Sq,River Forest,Palmerstown,35,0
1474,Heuston Station,Parkgate St,ACTIVE,66A,I,370,Y,72,066A1003,Merrion Sq,River Forest,Palmerstown,36,
1476,Ellis Street,Wolfe Tone Quay,ACTIVE,66A,I,380,Y,73,066A1003,Merrion Sq,River Forest,Palmerstown,37,0
7453,Ocean House,Arran Quay,ACTIVE,66A,I,390,N,,066A1003,Merrion Sq,River Forest,Palmerstown,38,0
1478,Chancery Place,Inns Quay,ACTIVE,66A,I,400,N,,066A1003,Merrion Sq,River Forest,Palmerstown,39,
1479,Capel Street,Ormond Quay,ACTIVE,66A,I,410,Y,74,066A1003,Merrion Sq,River Forest,Palmerstown,40,
315,Liffey Street,Bachelors Walk,ACTIVE,66A,I,420,Y,75,066A1003,Merrion Sq,River Forest,Palmerstown,41,0
406,South Frederick Street,Nassau Street,ACTIVE,66A,I,440,Y,76,066A1003,Merrion Sq,River Forest,Palmerstown,43,
2810,Clare Street,Merrion Square,ACTIVE,66A,I,450,N,,066A1003,Merrion Sq,River Forest,Palmerstown,45,0
7387,Merrion Street,Merrion Square,ACTIVE,66A,I,460,Y,77,066A1003,Merrion Sq,River Forest,Palmerstown,46,
7391,Merrion Street,Merrion Square,ACTIVE,66B,O,10,Y,23,066B0002,Leixlip,Merrion Square,Palmerstown,0,
493,Holles Street,Merrion Sq,ACTIVE,66B,O,20,N,,066B0002,Leixlip,Merrion Square,Palmerstown,1,0
494,Lincoln Place,Clare Street,ACTIVE,66B,O,30,Y,24,066B0002,Leixlip,Merrion Square,Palmerstown,2,0
495,Pearse Station,Westland Row,ACTIVE,66B,O,40,N,,066B0002,Leixlip,Merrion Square,Palmerstown,3,0
400,Shaw Street,Pearse Street,ACTIVE,66B,O,50,N,,066B0002,Leixlip,Merrion Square,Palmerstown,4,
346,Garda Station,Pearse Street,ACTIVE,66B,O,60,N,,066B0002,Leixlip,Merrion Square,Palmerstown,5,
317,Fleet Street,Westmoreland Street,ACTIVE,66B,O,70,Y,25,066B0002,Leixlip,Merrion Square,Palmerstown,6,0
312,Parliament Street,Wellington Quay,ACTIVE,66B,O,80,N,,066B0002,Leixlip,Merrion Square,Palmerstown,7,
1444,Winetavern Street,Merchant's Quay,ACTIVE,66B,O,90,Y,26,066B0002,Leixlip,Merrion Square,Palmerstown,8,
1445,Usher Street,Ushers Quay,ACTIVE,66B,O,100,Y,27,066B0002,Leixlip,Merrion Square,Palmerstown,9,0
7078,Heuston Station,Parkgate St,ACTIVE,66B,O,110,Y,28,066B0002,Leixlip,Merrion Square,Palmerstown,10,
1449,Phoenix Pk Main Gate,Conyngham Road,ACTIVE,66B,O,120,Y,29,066B0002,Leixlip,Merrion Square,Palmerstown,11,
1450,Phoenix House,Conyngham Road,ACTIVE,66B,O,130,N,,066B0002,Leixlip,Merrion Square,Palmerstown,12,0
1451,Bridgewater House,Conyngham Road,ACTIVE,66B,O,140,Y,30,066B0002,Leixlip,Merrion Square,Palmerstown,13,0
2191,Islandbridge Gate,Chapelizod Rd,ACTIVE,66B,O,150,N,,066B0002,Leixlip,Merrion Square,Palmerstown,14,0
2192,UCD Boat Club,Chapelizod Rd,ACTIVE,66B,O,160,Y,31,066B0002,Leixlip,Merrion Square,Palmerstown,15,
2193,Garda Boat Club,Chapelizod Rd,ACTIVE,66B,O,170,Y,32,066B0002,Leixlip,Merrion Square,Palmerstown,16,0
2194,Sports Ground,Chapelizod Rd,ACTIVE,66B,O,180,N,,066B0002,Leixlip,Merrion Square,Palmerstown,17,0
2195,Chapelizod Gate,Chapelizod Rd,ACTIVE,66B,O,190,Y,33,066B0002,Leixlip,Merrion Square,Palmerstown,18,
2196,Kings Hall,Chapelizod Main St,ACTIVE,66B,O,200,Y,34,066B0002,Leixlip,Merrion Square,Palmerstown,19,
2197,Chapelizod Court,Lucan Road,ACTIVE,66B,O,210,N,,066B0002,Leixlip,Merrion Square,Palmerstown,20,
2198,Belgrove Park,Lucan Road,ACTIVE,66B,O,220,N,,066B0002,Leixlip,Merrion Square,Palmerstown,21,
2200,Chapelizod Bridge,Kylemore Rd,ACTIVE,66B,O,230,Y,35,066B0002,Leixlip,Merrion Square,Palmerstown,22,0
2201,Palmerstown Drive,Lucan Road,ACTIVE,66B,O,240,Y,36,066B0002,Leixlip,Merrion Square,Palmerstown,23,0
7239,The Oval,Lucan Road,ACTIVE,66B,O,250,N,,066B0002,Leixlip,Merrion Square,Palmerstown,24,0
4401,Kennelsfort Rd,Lucan Road,ACTIVE,66B,O,260,N,,066B0002,Leixlip,Merrion Square,Palmerstown,25,0
2213,Liffey Valley,Lucan Road,ACTIVE,66B,O,270,Y,37,066B0002,Leixlip,Merrion Square,Palmerstown,26,0
2214,Clarion Hotel,Lucan Road,ACTIVE,66B,O,280,Y,38,066B0002,Leixlip,Merrion Square,Palmerstown,27,0
2215,St. Loman's Hospital,Lucan Road,ACTIVE,66B,O,290,Y,39,066B0002,Leixlip,Merrion Square,Palmerstown,28,0
2216,Ballyowen Lane,Lucan Road,ACTIVE,66B,O,300,Y,40,066B0002,Leixlip,Merrion Square,Palmerstown,29,0
4599,Ballyowen Road,Lucan Road,ACTIVE,66B,O,310,N,,066B0002,Leixlip,Merrion Square,Palmerstown,30,0
2217,Esker Lane,Lucan Road,ACTIVE,66B,O,320,Y,41,066B0002,Leixlip,Merrion Square,Palmerstown,31,
2218,Roselawn,Lucan Road,ACTIVE,66B,O,330,Y,42,066B0002,Leixlip,Merrion Square,Palmerstown,32,
2219,Lucan Heights,Lucan Road,ACTIVE,66B,O,340,N,,066B0002,Leixlip,Merrion Square,Palmerstown,33,
3365,The Old Hill,Lucan Road,ACTIVE,66B,O,350,N,,066B0002,Leixlip,Merrion Square,Palmerstown,34,
3366,Lucan Heights,Lucan Road,ACTIVE,66B,O,360,Y,43,066B0002,Leixlip,Merrion Square,Palmerstown,35,
3367,Sarsfield Park,Lucan Road,ACTIVE,66B,O,370,Y,44,066B0002,Leixlip,Merrion Square,Palmerstown,36,0
3886,Primrose Lane,Leixlip Rd,ACTIVE,66B,O,380,Y,45,066B0002,Leixlip,Merrion Square,Palmerstown,37,
3887,Ardeevin Avenue,Leixlip Rd,ACTIVE,66B,O,390,N,,066B0002,Leixlip,Merrion Square,Palmerstown,38,
3888,Flyover,Celbridge Rd,ACTIVE,66B,O,400,Y,46,066B0002,Leixlip,Merrion Square,Palmerstown,39,
7186,Lucan Spa Hotel,Leixlip Rd,ACTIVE,66B,O,410,Y,47,066B0002,Leixlip,Merrion Square,Palmerstown,41,
7187,Kew Park,Leixlip Rd,ACTIVE,66B,O,420,Y,48,066B0002,Leixlip,Merrion Square,Palmerstown,42,0
3954,Springfield Hotel,Leixlip Rd,ACTIVE,66B,O,430,Y,49,066B0002,Leixlip,Merrion Square,Palmerstown,43,0
3955,Cooldrinagh Road,Leixlip Rd,ACTIVE,66B,O,440,Y,50,066B0002,Leixlip,Merrion Square,Palmerstown,44,
3956,Water Works,Leixlip Rd,ACTIVE,66B,O,450,N,,066B0002,Leixlip,Merrion Square,Palmerstown,45,
3957,Mill Lane,Leixlip,ACTIVE,66B,O,460,N,,066B0002,Leixlip,Merrion Square,Palmerstown,46,0
3958,Church of Ireland,Leixlip,ACTIVE,66B,O,470,N,,066B0002,Leixlip,Merrion Square,Palmerstown,47,
3959,Our Lady's Nativity,Station Road,ACTIVE,66B,O,480,Y,51,066B0002,Leixlip,Merrion Square,Palmerstown,48,0
7234,Leixlip,Scoil Ui Dhalaigh,ACTIVE,66B,O,490,N,,066B0002,Leixlip,Merrion Square,Palmerstown,49,0
4002,Highfield Park,Celbridge Rd,ACTIVE,66B,O,500,Y,52,066B0002,Leixlip,Merrion Square,Palmerstown,50,0
5112,Leixlip Park,Celbridge Rd,ACTIVE,66B,O,510,Y,53,066B0002,Leixlip,Merrion Square,Palmerstown,51,0
4003,Alensgrove,Celbridge Rd,ACTIVE,66B,O,520,Y,54,066B0002,Leixlip,Merrion Square,Palmerstown,52,0
4003,Alensgrove,Celbridge Rd,ACTIVE,66B,I,10,Y,46,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,0,0
4404,Castletown,Celbridge Rd,ACTIVE,66B,I,20,Y,47,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,1,
4405,Highfield Park,Castletown,ACTIVE,66B,I,30,Y,48,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,2,
3991,Ryevale Lawns,Station Road,ACTIVE,66B,I,40,Y,49,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,3,0
3998,Mill Lane,Leixlip,ACTIVE,66B,I,50,Y,50,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,4,0
3999,Cooldrinagh Lane,Leixlip Rd,ACTIVE,66B,I,60,Y,51,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,5,
4000,Cooldrinagh Terrace,Leixlip Rd,ACTIVE,66B,I,70,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,6,0
4001,Golf Course,Leixlip Rd,ACTIVE,66B,I,80,Y,52,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,7,0
3949,Tandy's Lane,Leixlip Rd,ACTIVE,66B,I,90,Y,54,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,8,0
3950,The Ball Alley,Leixlip Rd,ACTIVE,66B,I,100,Y,55,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,9,0
3372,Lucan Village,Lucan Road,ACTIVE,66B,I,110,Y,56,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,10,0
3373,Lucan Heights,Lucan Road,ACTIVE,66B,I,120,Y,57,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,11,0
3374,St. Mary's Church,Lucan Road,ACTIVE,66B,I,130,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,12,0
2233,Chalet Gardens,Lucan Road,ACTIVE,66B,I,140,Y,58,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,13,0
2232,Ballydowd Grove,Lucan Road,ACTIVE,66B,I,150,Y,59,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,14,0
2234,Ballyowen Road,Lucan Road,ACTIVE,66B,I,160,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,15,
2235,Hermitage Golf Club,Lucan Road,ACTIVE,66B,I,170,Y,60,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,16,0
2236,Ballyowen Lane,Lucan Road,ACTIVE,66B,I,180,Y,61,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,17,0
2238,Liffey Valley Slip Road,Lucan Road,ACTIVE,66B,I,200,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,19,0
5056,Hermitage Clinic,Lucan Road,ACTIVE,66B,I,210,Y,62,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,20,0
2239,Liffey Valley,Lucan Road,ACTIVE,66B,I,220,Y,63,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,21,0
2241,Kennelsfort Road,Lucan Road,ACTIVE,66B,I,230,Y,64,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,22,0
2242,The Oval,Lucan Road,ACTIVE,66B,I,240,Y,65,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,23,0
2243,Glenaulin,Lucan Road,ACTIVE,66B,I,250,Y,65,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,24,0
2244,Belgrove Park,Lucan Road,ACTIVE,66B,I,260,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,25,0
2245,Laurence Brook,Lucan Road,ACTIVE,66B,I,270,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,26,0
2246,Main Street,Chapelizod,ACTIVE,66B,I,280,Y,66,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,27,0
2247,Chapelizod Gate,Chapelizod Rd,ACTIVE,66B,I,290,Y,67,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,28,0
2248,Sports Ground,Chapelizod Rd,ACTIVE,66B,I,300,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,29,0
2249,Rowing Club,Chapelizod Rd,ACTIVE,66B,I,310,Y,68,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,30,0
2250,Salmon Pool,Chapelizod Rd,ACTIVE,66B,I,320,Y,69,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,31,
2251,Islandbridge Gate,Chapelizod Rd,ACTIVE,66B,I,330,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,32,
1472,Bridgewater House,Conyngham Road,ACTIVE,66B,I,340,Y,70,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,33,0
4408,Phoenix House,Conyngham Road,ACTIVE,66B,I,350,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,34,0
1473,Phoenix Park Main Gate,Conyngham Road,ACTIVE,66B,I,360,Y,71,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,35,0
1474,Heuston Station,Parkgate St,ACTIVE,66B,I,370,Y,72,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,36,
1476,Ellis Street,Wolfe Tone Quay,ACTIVE,66B,I,380,Y,73,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,37,0
7453,Ocean House,Arran Quay,ACTIVE,66B,I,390,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,38,0
1478,Chancery Place,Inns Quay,ACTIVE,66B,I,400,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,39,
1479,Capel Street,Ormond Quay,ACTIVE,66B,I,410,Y,74,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,40,
315,Liffey Street,Bachelors Walk,ACTIVE,66B,I,420,Y,75,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,41,0
406,South Frederick Street,Nassau Street,ACTIVE,66B,I,440,Y,76,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,43,
2810,Clare Street,Merrion Square,ACTIVE,66B,I,450,N,,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,45,0
7387,Merrion Street,Merrion Square,ACTIVE,66B,I,460,Y,77,066B1003,Merrion Sq,Hewlett Packard,Palmerstown,46,
4952,Campus,UCD,ACTIVE,66X,O,10,Y,1,066X0001,Maynooth,Belfield,Easton Road,0,0
768,UCD,Stillorgan Road,ACTIVE,66X,O,20,N,,066X0001,Maynooth,Belfield,Easton Road,1,0
769,Belfield Court,Stillorgan Road,ACTIVE,66X,O,30,N,,066X0001,Maynooth,Belfield,Easton Road,2,0
770,RTE,Stillorgan Road,ACTIVE,66X,O,40,N,,066X0001,Maynooth,Belfield,Easton Road,3,0
771,Teresian School,Stillorgan Road,ACTIVE,66X,O,50,N,,066X0001,Maynooth,Belfield,Easton Road,4,
772,Bus Garage,Stillorgan Road,ACTIVE,66X,O,60,N,,066X0001,Maynooth,Belfield,Easton Road,5,0
773,Eglington Road,Donnybrook Rd,ACTIVE,66X,O,70,N,,066X0001,Maynooth,Belfield,Easton Road,6,0
774,Garda Station,Donnybrook,ACTIVE,66X,O,80,N,,066X0001,Maynooth,Belfield,Easton Road,7,0
775,Mount Eden Road,Morehampton Road,ACTIVE,66X,O,90,N,,066X0001,Maynooth,Belfield,Easton Road,8,0
776,Morehampton Terrace,Morehampton Road,ACTIVE,66X,O,100,N,,066X0001,Maynooth,Belfield,Easton Road,9,0
777,Royal Hospital,Morehampton Road,ACTIVE,66X,O,110,N,,066X0001,Maynooth,Belfield,Easton Road,10,0
779,Morehampton Road,Waterloo Road,ACTIVE,66X,O,120,Y,2,066X0001,Maynooth,Belfield,Easton Road,11,0
780,Burlington Road,Waterloo Road,ACTIVE,66X,O,130,N,,066X0001,Maynooth,Belfield,Easton Road,12,0
781,St. Martins House,Waterloo Road,ACTIVE,66X,O,140,N,,066X0001,Maynooth,Belfield,Easton Road,13,0
782,Mespil Road,Baggot St,ACTIVE,66X,O,150,N,,066X0001,Maynooth,Belfield,Easton Road,14,0
783,Pembroke Row,Baggot St,ACTIVE,66X,O,160,N,,066X0001,Maynooth,Belfield,Easton Road,15,0
784,Fitzwilliam Street,Baggot St,ACTIVE,66X,O,170,N,,066X0001,Maynooth,Belfield,Easton Road,16,0
785,Baggot Street,Pembroke St,ACTIVE,66X,O,180,N,,066X0001,Maynooth,Belfield,Easton Road,17,0
786,Earlsfort Terrace,Leeson Street,ACTIVE,66X,O,185,N,,066X0001,Maynooth,Belfield,Easton Road,18,0
791,Stephens Court,St. Stephen's Green,ACTIVE,66X,O,190,N,,066X0001,Maynooth,Belfield,Easton Road,20,0
7585,Clare Street,Leinster Street South,ACTIVE,66X,O,200,N,,066X0001,Maynooth,Belfield,Easton Road,23,0
7587,Shaw Street,Pearse Street,ACTIVE,66X,O,210,N,,066X0001,Maynooth,Belfield,Easton Road,24,0
345,Garda Station,Pearse Street,ACTIVE,66X,O,215,N,,066X0001,Maynooth,Belfield,Easton Road,25,0
318,O'Connell Bridge,Westmoreland Street,ACTIVE,66X,O,220,Y,4,066X0001,Maynooth,Belfield,Easton Road,26,0
312,Parliament Street,Wellington Quay,ACTIVE,66X,O,230,Y,5,066X0001,Maynooth,Belfield,Easton Road,27,0
1444,Winetavern Street,Merchant's Quay,ACTIVE,66X,O,250,N,,066X0001,Maynooth,Belfield,Easton Road,28,0
1445,Usher Street,Ushers Quay,ACTIVE,66X,O,260,N,,066X0001,Maynooth,Belfield,Easton Road,29,0
1447,Guinness Store,Victoria Quay,ACTIVE,66X,O,270,N,,066X0001,Maynooth,Belfield,Easton Road,30,0
2637,Heuston Station,St. John's Road,ACTIVE,66X,O,280,Y,6,066X0001,Maynooth,Belfield,Easton Road,31,0
2721,South Circular Road,Con Colbert Rd,ACTIVE,66X,O,290,N,,066X0001,Maynooth,Belfield,Easton Road,32,0
7012,Memorial Road,Con Colbert Rd,ACTIVE,66X,O,300,Y,7,066X0001,Maynooth,Belfield,Easton Road,33,0
2201,Palmerstown Drive,Lucan Road,ACTIVE,66X,O,310,Y,9,066X0001,Maynooth,Belfield,Easton Road,34,0
4401,Kennelsfort Rd,Lucan Road,ACTIVE,66X,O,330,N,,066X0001,Maynooth,Belfield,Easton Road,35,0
2213,Liffey Valley,Lucan Road,ACTIVE,66X,O,340,Y,10,066X0001,Maynooth,Belfield,Easton Road,36,0
2214,Clarion Hotel,Lucan Road,ACTIVE,66X,O,350,N,,066X0001,Maynooth,Belfield,Easton Road,37,0
2215,St. Loman's Hospital,Lucan Road,ACTIVE,66X,O,360,N,,066X0001,Maynooth,Belfield,Easton Road,38,0
7184,Esker Lane,Lucan Bypass,ACTIVE,66X,O,370,Y,11,066X0001,Maynooth,Belfield,Easton Road,39,0
7050,Newcastle Road,Lucan Bypass,ACTIVE,66X,O,380,N,,066X0001,Maynooth,Belfield,Easton Road,40,
7185,Footbridge,Lucan Bypass,ACTIVE,66X,O,390,N,,066X0001,Maynooth,Belfield,Easton Road,41,
7186,Lucan Spa Hotel,Leixlip Rd,ACTIVE,66X,O,400,N,,066X0001,Maynooth,Belfield,Easton Road,42,
7187,Kew Park,Leixlip Rd,ACTIVE,66X,O,410,Y,12,066X0001,Maynooth,Belfield,Easton Road,43,0
3954,Springfield Hotel,Leixlip Rd,ACTIVE,66X,O,420,N,,066X0001,Maynooth,Belfield,Easton Road,44,0
3955,Cooldrinagh Road,Leixlip Rd,ACTIVE,66X,O,430,N,,066X0001,Maynooth,Belfield,Easton Road,45,
3956,Water Works,Leixlip Rd,ACTIVE,66X,O,440,N,,066X0001,Maynooth,Belfield,Easton Road,46,
3957,Mill Lane,Leixlip,ACTIVE,66X,O,450,Y,13,066X0001,Maynooth,Belfield,Easton Road,47,0
3958,Church of Ireland,Leixlip,ACTIVE,66X,O,460,N,,066X0001,Maynooth,Belfield,Easton Road,48,
3959,Our Lady's Nativity,Station Road,ACTIVE,66X,O,470,N,,066X0001,Maynooth,Belfield,Easton Road,49,0
3960,The Old Hill,Station Road,ACTIVE,66X,O,480,N,,066X0001,Maynooth,Belfield,Easton Road,50,0
6156,Leixlip GAA Club,Green Lane,ACTIVE,66X,O,490,N,,066X0001,Maynooth,Belfield,Easton Road,51,
6165,Castletown,Green Lane,ACTIVE,66X,O,500,N,,066X0001,Maynooth,Belfield,Easton Road,52,0
6157,Accommodation Road,Easton Road,ACTIVE,66X,O,510,N,,066X0001,Maynooth,Belfield,Easton Road,53,
6158,Barnhall Drive,Easton Road,ACTIVE,66X,O,520,N,,066X0001,Maynooth,Belfield,Easton Road,54,
7314,Beechpark Eastate,Easton Road,ACTIVE,66X,O,525,N,,066X0001,Maynooth,Belfield,Easton Road,55,0
3964,Intel Extrance 1,Maynooth Road,ACTIVE,66X,O,530,N,,066X0001,Maynooth,Belfield,Easton Road,56,0
3965,Intel Extrance 2,Maynooth Road,ACTIVE,66X,O,540,N,,066X0001,Maynooth,Belfield,Easton Road,57,0
3968,Carton Road,Maynooth Road,ACTIVE,66X,O,550,N,,066X0001,Maynooth,Belfield,Easton Road,58,
3966,Leinster Park,Maynooth Road,ACTIVE,66X,O,560,N,,066X0001,Maynooth,Belfield,Easton Road,59,
5113,Main Street,Maynooth,ACTIVE,66X,O,565,N,,066X0001,Maynooth,Belfield,Easton Road,60,0
3918,Old Greenfield Road,Straffan Rd,ACTIVE,66X,O,580,N,,066X0001,Maynooth,Belfield,Easton Road,61,
5114,Kingsbury,Straffan Rd,ACTIVE,66X,O,590,Y,14,066X0001,Maynooth,Belfield,Easton Road,62,0
4952,Campus,UCD,ACTIVE,66X,O,10,Y,1,066X0002,Castletown,Belfield,Con Colbert Rd,0,0
768,UCD,Stillorgan Road,ACTIVE,66X,O,20,N,,066X0002,Castletown,Belfield,Con Colbert Rd,1,0
769,Belfield Court,Stillorgan Road,ACTIVE,66X,O,30,N,,066X0002,Castletown,Belfield,Con Colbert Rd,2,0
770,RTE,Stillorgan Road,ACTIVE,66X,O,40,N,,066X0002,Castletown,Belfield,Con Colbert Rd,3,0
771,Teresian School,Stillorgan Road,ACTIVE,66X,O,50,N,,066X0002,Castletown,Belfield,Con Colbert Rd,4,
772,Bus Garage,Stillorgan Road,ACTIVE,66X,O,60,N,,066X0002,Castletown,Belfield,Con Colbert Rd,5,0
773,Eglington Road,Donnybrook Rd,ACTIVE,66X,O,70,N,,066X0002,Castletown,Belfield,Con Colbert Rd,6,0
774,Garda Station,Donnybrook,ACTIVE,66X,O,80,N,,066X0002,Castletown,Belfield,Con Colbert Rd,7,0
775,Mount Eden Road,Morehampton Road,ACTIVE,66X,O,90,N,,066X0002,Castletown,Belfield,Con Colbert Rd,8,0
776,Morehampton Terrace,Morehampton Road,ACTIVE,66X,O,100,N,,066X0002,Castletown,Belfield,Con Colbert Rd,9,0
777,Royal Hospital,Morehampton Road,ACTIVE,66X,O,110,N,,066X0002,Castletown,Belfield,Con Colbert Rd,10,0
779,Morehampton Road,Waterloo Road,ACTIVE,66X,O,120,Y,2,066X0002,Castletown,Belfield,Con Colbert Rd,11,0
780,Burlington Road,Waterloo Road,ACTIVE,66X,O,130,N,,066X0002,Castletown,Belfield,Con Colbert Rd,12,0
781,St. Martins House,Waterloo Road,ACTIVE,66X,O,140,N,,066X0002,Castletown,Belfield,Con Colbert Rd,13,0
782,Mespil Road,Baggot St,ACTIVE,66X,O,150,N,,066X0002,Castletown,Belfield,Con Colbert Rd,14,0
783,Pembroke Row,Baggot St,ACTIVE,66X,O,160,N,,066X0002,Castletown,Belfield,Con Colbert Rd,15,0
784,Fitzwilliam Street,Baggot St,ACTIVE,66X,O,170,N,,066X0002,Castletown,Belfield,Con Colbert Rd,16,0
785,Baggot Street,Pembroke St,ACTIVE,66X,O,180,N,,066X0002,Castletown,Belfield,Con Colbert Rd,17,0
786,Earlsfort Terrace,Leeson Street,ACTIVE,66X,O,185,N,,066X0002,Castletown,Belfield,Con Colbert Rd,18,0
791,Stephens Court,St. Stephen's Green,ACTIVE,66X,O,190,N,,066X0002,Castletown,Belfield,Con Colbert Rd,20,0
7585,Clare Street,Leinster Street South,ACTIVE,66X,O,200,N,,066X0002,Castletown,Belfield,Con Colbert Rd,23,0
7587,Shaw Street,Pearse Street,ACTIVE,66X,O,210,N,,066X0002,Castletown,Belfield,Con Colbert Rd,24,0
345,Garda Station,Pearse Street,ACTIVE,66X,O,215,N,,066X0002,Castletown,Belfield,Con Colbert Rd,25,0
